# Owned Arena pool for The Cabbage Merchant (mono-G identity, brawl-legal). Collection = DB export 2026-07-02 UNION snapshot verify-2026-09-10/arena-collection-0911.txt (2026-09-11) UNION the current deck decks/brawl/cabbage-merchant-current.txt (2026-09-18). Corpus = 2001 Cabbage Merchant decks (VPS, 2026-09-14).
# inc% = share of those decks running the card | lift = corpus lift vs baseline (higher = more commander-specific) | q = copies owned
# legality: legal = Brawl-legal per card DB | deck = in the current Arena Brawl deck (proven playable; DB may say otherwise) | side = in the current Arena sideboard pile (proven owned) | db:not_legal = owned but the card DB says not Brawl-legal (often stale for Arena-only additions; use only if you KNOW it is on Arena Brawl and flag it)
# inc% | lift | q | legality | name | cost | cmc | type | rarity | oracle

95.7 | 3.10 | 1 | deck | Peregrin Took | {2}{G} | 3 | Legendary Creature — Halfling Citizen | uncommon | If one or more tokens would be created under your control, those tokens plus an additional Food token are created instead. (It's an artifact with "{2}, {T}, Sacrifice this token: You gain 3 life.") Sacrifice three Foods: Draw a card.
0.0 | - | 4 | legal | Mirage Mesa |  | 0 | Land — Desert | common | This land enters tapped. As it enters, choose a color. {T}: Add one mana of the chosen color.
0.0 | - | 1 | legal | Mirrodin's Core |  | 0 | Land | uncommon | {T}: Add {C}. {T}: Put a charge counter on this land. {T}, Remove a charge counter from this land: Add one mana of any color.
0.0 | - | 4 | legal | Multiversal Passage |  | 0 | Land | rare | As this land enters, choose a basic land type. Then you may pay 2 life. If you don't, it enters tapped. This land is the chosen type.
0.0 | - | 1 | legal | Night Market |  | 0 | Land | common | This land enters tapped. As it enters, choose a color. {T}: Add one mana of the chosen color. Cycling {3} ({3}, Discard this card: Draw a card.)
0.0 | - | 1 | legal | Northampton Farm |  | 0 | Land | rare | {T}: Add {C}. {1}, {T}: Exile target creature you own. {2}, {T}, Sacrifice this land: Return a creature card exiled with this land to the battlefield under your control. Return each other card exiled with this land to its owner's hand.
0.0 | - | 1 | legal | Plaza of Harmony |  | 0 | Land | rare | When this land enters, if you control two or more Gates, you gain 3 life. {T}: Add {C}. {T}: Add one mana of any type that a Gate you control could produce.
0.0 | - | 4 | legal | Secluded Courtyard |  | 0 | Land | uncommon | As this land enters, choose a creature type. {T}: Add {C}. {T}: Add one mana of any color. Spend this mana only to cast a creature spell of the chosen type or activate an ability of a creature source of the chosen type.
0.0 | - | 4 | legal | Skycoach Waypoint |  | 0 | Land | uncommon | {T}: Add {C}. {3}, {T}: Target creature becomes prepared. (Only creatures with prepare spells can become prepared.)
0.0 | - | 2 | legal | Soulstone Sanctuary |  | 0 | Land | rare | {T}: Add {C}. {4}: This land becomes a 3/3 creature with vigilance and all creature types. It's still a land.
0.0 | - | 3 | legal | Surveillance Room |  | 0 | Land | common | When this land enters, surveil 1. (Look at the top card of your library. You may put it into your graveyard.) {T}: Add {C}. {1}, {T}: Add one mana of any color.
0.0 | - | 1 | db:not_legal | Thran Portal |  | 0 | Land — Gate | rare | This land enters tapped unless you control two or fewer other lands. As this land enters, choose a basic land type. This land is the chosen type in addition to its other types. Mana abilities of this land cost an additional 1 life to activate.
0.0 | - | 4 | legal | Turtle Lair |  | 0 | Land | uncommon | {T}: Add {C}. {T}: Add one mana of any color. Spend this mana only to cast a Ninja or Turtle spell. {3}, {T}: Target Ninja or Turtle can't be blocked this turn.
0.0 | - | 1 | legal | Unclaimed Territory |  | 0 | Land | uncommon | As this land enters, choose a creature type. {T}: Add {C}. {T}: Add one mana of any color. Spend this mana only to cast a creature spell of the chosen type.
0.0 | - | 1 | legal | Urborg, Tomb of Yawgmoth |  | 0 | Legendary Land | rare | Each land is a Swamp in addition to its other land types.
0.0 | - | 1 | legal | Valgavoth's Lair |  | 0 | Enchantment Land | rare | Hexproof This land enters tapped. As it enters, choose a color. {T}: Add one mana of the chosen color.
0.0 | - | 1 | legal | Villainous Hideout |  | 0 | Land | uncommon | {T}: Add {C}. {T}: Add one mana of any color. Spend this mana only to cast a Villain spell or to activate an ability of a Villain source. {3}, {T}: Target Villain you control connives. Activate only as a sorcery. (Draw a card, then discard a card. If you discarded a nonland card, put a +1/+1 counter on that creature.)
0.0 | - | 1 | legal | Algorithmic Ferocity | {G} | 1 | Sorcery | uncommon | Until end of turn, target creature you control gains indestructible and gets +1/+0 for each card in your hand with mana value 4 or greater. Then it fights target creature an opponent controls.
0.0 | - | 1 | legal | Ambitious Augmenter | {G} | 1 | Creature — Turtle Wizard | rare | Increment (Whenever you cast a spell, if the amount of mana you spent is greater than this creature's power or toughness, put a +1/+1 counter on this creature.) When this creature dies, if it had one or more counters on it, create a 0/0 green and blue Fractal creature token, then put this creature's counters on that token.
0.0 | - | 1 | legal | Argothian Uprooting | {X}{G} | 1 | Sorcery | rare | Put two +1/+1 counters on each of X target lands you control. They each become 0/0 Elemental creatures with reach, haste, and "When this creature leaves the battlefield, conjure a card named Forest onto the battlefield tapped." They're still lands.
0.0 | - | 2 | legal | Bear Trap | {1} | 1 | Artifact | common | Flash {3}, {T}, Sacrifice this artifact: It deals 3 damage to target creature.
0.0 | - | 1 | side/db:not_legal | Blisterpod | {G} | 1 | Creature — Eldrazi Drone | common | Devoid (This card has no color.) When this creature dies, create a 1/1 colorless Eldrazi Scion creature token. It has "Sacrifice this token: Add {C}."
0.0 | - | 1 | legal | Bonesplitter | {1} | 1 | Artifact — Equipment | common | Equipped creature gets +2/+0. Equip {1}
0.0 | - | 1 | legal | Colossus Hammer | {1} | 1 | Artifact — Equipment | uncommon | Equipped creature gets +10/+10 and loses flying. Equip {8} ({8}: Attach to target creature you control. Equip only as a sorcery.)
0.0 | - | 4 | legal | Commune with Dinosaurs | {G} | 1 | Sorcery | common | Look at the top five cards of your library. You may reveal a Dinosaur or land card from among them and put it into your hand. Put the rest on the bottom of your library in any order.
0.0 | - | 1 | legal | Commune with Spirits | {G} | 1 | Sorcery | common | Look at the top four cards of your library. You may reveal an enchantment or land card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.
0.0 | - | 4 | legal | Cowabunga! | {G} | 1 | Sorcery | common | Look at the top four cards of your library. You may reveal a Mutant, Ninja, Turtle, or land card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.
0.0 | - | 4 | legal | Dawn-Blessed Pennant | {1} | 1 | Artifact | uncommon | As this artifact enters, choose Elemental, Elf, Faerie, Giant, Goblin, Kithkin, Merfolk, or Treefolk. Whenever a permanent you control of the chosen type enters, you gain 1 life. {2}, {T}, Sacrifice this artifact: Return target card of the chosen type from your graveyard to your hand.
0.0 | - | 1 | legal | Dragonfire Blade | {1} | 1 | Artifact — Equipment | rare | Equipped creature gets +2/+2 and has hexproof from monocolored. Equip {4}. This ability costs {1} less to activate for each color of the creature it targets.
0.0 | - | 1 | legal | Edge Rover | {G} | 1 | Artifact Creature — Robot Scout | uncommon | Reach When this creature dies, each player creates a Lander token. (It's an artifact with "{2}, {T}, Sacrifice this token: Search your library for a basic land card, put it onto the battlefield tapped, then shuffle.")
0.0 | - | 2 | legal | Elixir | {1} | 1 | Artifact | uncommon | This artifact enters tapped. {5}, {T}, Exile this artifact: Shuffle all nonland cards from your graveyard into your library. You gain life equal to the number of cards shuffled into your library this way.
0.0 | - | 1 | legal | Enter the Unknown | {G} | 1 | Sorcery | uncommon | Target creature you control explores. (Reveal the top card of your library. Put that card into your hand if it's a land. Otherwise, put a +1/+1 counter on the creature, then put the card back or put it into your graveyard.) You may play an additional land this turn.
0.0 | - | 1 | legal | Eumidian Lifeseed | {G} | 1 | Artifact | uncommon | When this artifact enters, draft a card from Eumidian Lifeseed's spellbook. {T}: Add one mana of any color. Spend this mana only to activate abilities of land sources.
0.0 | - | 1 | legal | Excavated Wall | {1} | 1 | Artifact Creature — Wall | common | Defender {1}, {T}: Mill a card. (Put the top card of your library into your graveyard.)
0.0 | - | 1 | legal | Experiment One | {G} | 1 | Creature — Human Ooze | uncommon | Evolve (Whenever a creature you control enters, if that creature has greater power or toughness than this creature, put a +1/+1 counter on this creature.) Remove two +1/+1 counters from this creature: Regenerate it. (The next time this creature would be destroyed this turn, instead tap it, remove it from combat, and heal all damage on it.)
0.0 | - | 1 | legal | Fifty Feet of Rope | {1} | 1 | Artifact | uncommon | Climb Over — {T}: Target Wall can't block this turn. Tie Up — {3}, {T}: Target creature doesn't untap during its controller's next untap step. Rappel Down — {4}, {T}: Venture into the dungeon. Activate only as a sorcery. (Enter the first room or advance to the next room.)
0.0 | - | 1 | legal | Get a Leg Up | {G} | 1 | Instant | uncommon | Until end of turn, target creature gets +1/+1 for each creature you control and gains reach.
0.0 | - | 4 | legal | Giant's Boulder | {1} | 1 | Artifact | common | When this artifact enters, scry 2. (Look at the top two cards of your library, then put any number of them on the bottom and the rest on top in any order.) {1}, {T}: Add one mana of any color. {7}, {T}, Sacrifice this artifact: Destroy target permanent.
0.0 | - | 1 | legal | Go Nuts! | {G} | 1 | Sorcery | common | Teamwork 3 (As an additional cost to cast this spell, you may tap any number of creatures you control with total power 3 or more.) Choose one. If this spell was cast using teamwork, choose both instead. • Put a +1/+1 counter on target creature. • Target creature you control fights target creature an opponent controls.
0.0 | - | 1 | legal | Goblin Firebomb | {1} | 1 | Artifact | common | Flash {7}, {T}, Sacrifice this artifact: Destroy target permanent.
0.0 | - | 1 | legal | Groundswell | {G} | 1 | Instant | common | Target creature gets +2/+2 until end of turn. Landfall — If you had a land enter the battlefield under your control this turn, that creature gets +4/+4 until end of turn instead.
0.0 | - | 4 | legal | Hemosymbic Mite | {G} | 1 | Creature — Mite | uncommon | Whenever this creature becomes tapped, another target creature you control gets +X/+X until end of turn, where X is this creature's power.
0.0 | - | 2 | legal | Iron Apprentice | {1} | 1 | Artifact Creature — Construct | common | This creature enters with a +1/+1 counter on it. When this creature dies, if it had counters on it, put those counters on target creature you control.
0.0 | - | 1 | legal | Ixalli's Lorekeeper | {G} | 1 | Creature — Human Druid | uncommon | {T}: Add one mana of any color. Spend this mana only to cast a Dinosaur spell or activate an ability of a Dinosaur source.
0.0 | - | 3 | legal | Jungle Delver | {G} | 1 | Creature — Merfolk Warrior | common | {3}{G}: Put a +1/+1 counter on this creature.
0.0 | - | 4 | legal | Key to the Side-Door | {1} | 1 | Artifact | uncommon | {2}, {T}: Target creature can't be blocked this turn. {1}, {T}, Discard a legendary card with the same name as a legendary permanent you control: Draw two cards.
0.0 | - | 3 | legal | Lunatic Pandora | {1} | 1 | Legendary Artifact | common | {2}, {T}: Surveil 1. (Look at the top card of your library. You may put it into your graveyard.) {6}, {T}, Sacrifice Lunatic Pandora: Destroy target nonland permanent.
0.0 | - | 4 | side | Meltstrider's Gear | {G} | 1 | Artifact — Equipment | common | When this Equipment enters, attach it to target creature you control. Equipped creature gets +2/+1 and has reach. Equip {5} ({5}: Attach to target creature you control. Equip only as a sorcery.)
0.0 | - | 4 | legal | Meltstrider's Resolve | {G} | 1 | Enchantment — Aura | uncommon | Enchant creature you control When this Aura enters, enchanted creature fights up to one target creature an opponent controls. (Each deals damage equal to its power to the other.) Enchanted creature gets +0/+2 and can't be blocked by more than one creature.
0.0 | - | 2 | legal | Mild-Mannered Librarian | {G} | 1 | Creature — Human | uncommon | {3}{G}: This creature becomes a Werewolf. Put two +1/+1 counters on it and you draw a card. Activate only once.
0.0 | - | 2 | legal | Molt Tender | {G} | 1 | Creature — Insect Druid | uncommon | {T}: Mill a card. (Put the top card of your library into your graveyard.) {T}, Exile a card from your graveyard: Add one mana of any color.
0.0 | - | 4 | legal | Nasty Little Rabbit | {G} | 1 | Creature — Rabbit | uncommon | Ferocious — At the beginning of combat on your turn, if you control a creature with power 4 or greater, put a +1/+1 counter on this creature.
0.0 | - | 1 | legal | Open the Gates | {G} | 1 | Sorcery | common | Search your library for a basic land card or Gate card, reveal it, put it into your hand, then shuffle.
0.0 | - | 4 | legal | Oracle's Restoration | {G} | 1 | Sorcery | common | Target creature you control gets +1/+1 until end of turn. You draw a card and gain 1 life.
0.0 | - | 2 | legal | Patchwork Beastie | {G} | 1 | Artifact Creature — Beast | uncommon | Delirium — This creature can't attack or block unless there are four or more card types among cards in your graveyard. At the beginning of your upkeep, you may mill a card. (You may put the top card of your library into your graveyard.)
0.0 | - | 1 | legal | Plow Through | {G} | 1 | Sorcery | uncommon | Choose one — • Target creature you control fights target creature an opponent controls. (Each deals damage equal to its power to the other.) • Destroy target Vehicle.
0.0 | - | 4 | legal | Rapid Rescue | {G} | 1 | Instant | common | Mill two cards. You may put a permanent card from among the milled cards into your hand. You gain 2 life. (To mill two cards, put the top two cards of your library into your graveyard.)
0.0 | - | 2 | legal | Reptil, Dinomorpher | {G} | 1 | Legendary Creature — Human Hero | uncommon | Brontosaurus — {3}: Until end of turn, Reptil becomes a Dinosaur Hero with base power and toughness 3/5 and gains reach and vigilance. Tyrannosaurus Rex — {6}: Until end of turn, Reptil becomes a Dinosaur Hero with base power and toughness 6/6 and gains trample.
0.0 | - | 1 | legal | Scrap Compactor | {1} | 1 | Artifact | common | {3}, {T}, Sacrifice this artifact: It deals 3 damage to target creature. {6}, {T}, Sacrifice this artifact: Destroy target creature or Vehicle.
0.0 | - | 1 | legal | Seed of Hope | {G} | 1 | Instant | common | Mill two cards. You may put a permanent card from among the milled cards into your hand. You gain 2 life. (To mill two cards, put the top two cards of your library into your graveyard.)
0.0 | - | 1 | legal | Serpent Specialist | {G} | 1 | Creature — Human Snake Villain | common | Deathtouch Power-up — {3}{G}: Put two +1/+1 counters on this creature. (Activate each power-up ability only once. Reduce the cost by its mana cost if it entered this turn.)
0.0 | - | 1 | legal | Sixth Sense | {G} | 1 | Enchantment — Aura | uncommon | Enchant creature Enchanted creature has "Whenever this creature deals combat damage to a player, you may draw a card."
0.0 | - | 4 | legal | Skateboard | {1} | 1 | Artifact — Equipment | uncommon | When this Equipment enters, tap target permanent. Equipped creature gets +1/+0 and has haste. Equip {1} ({1}: Attach to target creature you control. Equip only as a sorcery.)
0.0 | - | 1 | legal | Skyclave Pick-Axe | {G} | 1 | Artifact — Equipment | uncommon | When this Equipment enters, attach it to target creature you control. Landfall — Whenever a land you control enters, equipped creature gets +2/+2 until end of turn. Equip {2}{G} ({2}{G}: Attach to target creature you control. Equip only as a sorcery.)
0.0 | - | 4 | legal | Slumbering Trudge | {X}{G} | 1 | Creature — Plant Beast | rare | This creature enters with a number of stun counters on it equal to three minus X. If X is 2 or less, it enters tapped. (If a permanent with a stun counter would become untapped, remove one from it instead.)
0.0 | - | 1 | legal | Sorcerer's Wand | {1} | 1 | Artifact — Equipment | uncommon | Equipped creature has "{T}: This creature deals 1 damage to target player or planeswalker. If this creature is a Wizard, it deals 2 damage instead." Equip {3}
0.0 | - | 2 | legal | Stampeding Scurryfoot | {G} | 1 | Creature — Mouse | common | Exhaust — {3}{G}: Put a +1/+1 counter on this creature. Create a 3/3 green Elephant creature token. (Activate each exhaust ability only once.)
0.0 | - | 1 | legal | Strength of Solidarity | {G} | 1 | Sorcery | common | Choose target creature you control. Put a +1/+1 counter on it for each creature in your party. (Your party consists of up to one each of Cleric, Rogue, Warrior, and Wizard.)
0.0 | - | 1 | legal | Sunshower Druid | {G} | 1 | Creature — Frog Druid | common | When this creature enters, put a +1/+1 counter on target creature and you gain 1 life.
0.0 | - | 4 | legal | Thaumaton Torpedo | {1} | 1 | Artifact | common | {6}, {T}, Sacrifice this artifact: Destroy target nonland permanent. This ability costs {3} less to activate if you attacked with a Spacecraft this turn.
0.0 | - | 1 | legal | Traverse Valley | {G} | 1 | Sorcery | uncommon | Kicker—Forage. Seek a nonbasic land card. If this spell was kicked, put that card onto the battlefield tapped.
0.0 | - | 4 | legal | Trusty Boomerang | {1} | 1 | Artifact — Equipment | uncommon | Equipped creature has "{1}, {T}: Tap target creature. Return Trusty Boomerang to its owner's hand." Equip {1} ({1}: Attach to target creature you control. Equip only as a sorcery.)
0.0 | - | 2 | legal | Twists and Turns // Mycoid Maze | {G} | 1 | Enchantment // Land — Cave | uncommon | If a creature you control would explore, instead you scry 1, then that creature explores. When this enchantment enters, target creature you control explores. When a land you control enters, if you control seven or more lands, transform this enchantment. // (Transforms from Twists and Turns.) {T}: Add {G}. {3}{G}, {T}: Look at the top four cards of your library. You may reveal a creature card from among them and put that card into your hand. Put the rest on the bottom of your library in a random order.
0.0 | - | 1 | legal | Variable Solutions | {X}{G} | 1 | Sorcery | rare | If X is 1, seek a basic land card and put it onto the battlefield tapped. If X is 2, each opponent sacrifices an artifact of their choice. If X is 3, conjure a random creature card with mana value X onto the battlefield. If X is 4 or more, you gain 2 life. Then do all of the above.
0.0 | - | 1 | legal | Vessel of Nascency | {G} | 1 | Enchantment | common | {1}{G}, Sacrifice this enchantment: Reveal the top four cards of your library. You may put an artifact, creature, enchantment, land, or planeswalker card from among them into your hand. Put the rest into your graveyard.
0.0 | - | 4 | legal | Vibranium Energy Daggers | {1} | 1 | Artifact — Equipment | common | Indestructible (Effects that say "destroy" don't destroy this Equipment.) Equipped creature gets +2/+2. Equip {3} ({3}: Attach to target creature you control. Equip only as a sorcery.)
0.0 | - | 4 | legal | Well-Worn Spatula | {1} | 1 | Artifact — Equipment | common | When this Equipment enters, you gain 2 life. Equipped creature gets +1/+1. Equip {1} ({1}: Attach to target creature you control. Equip only as a sorcery.)
0.0 | - | 4 | legal | Wild Hypothesis | {X}{G} | 1 | Sorcery | common | Create a 0/0 green and blue Fractal creature token. Put X +1/+1 counters on it. Surveil 2. (Look at the top two cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)
0.0 | - | 1 | legal | Zephyr Boots | {1} | 1 | Artifact — Equipment | uncommon | Equipped creature has flying. Whenever equipped creature deals combat damage to a player, draw a card, then discard a card. Equip {2} ({2}: Attach to target creature you control. Equip only as a sorcery.)
0.0 | - | 1 | legal | A-Circle of the Land Druid | {1}{G} | 2 | Creature — Gnome Druid | common | When Circle of the Land Druid enters, you may mill four cards. (You may put the top four cards of your library into your graveyard.) Natural Recovery — When Circle of the Land Druid dies, return target land card from your graveyard to your hand.
0.0 | - | 1 | legal | A-Druid Class | {1}{G} | 2 | Enchantment — Class | uncommon | (Gain the next level as a sorcery to add its ability.) Landfall — Whenever a land enters under your control, you gain 1 life. {2}{G}: Level 2 You may play an additional land on each of your turns. {2}{G}: Level 3 When this Class becomes level 3, target land you control becomes a creature with haste and "This creature's power and toughness are each equal to the number of lands you control." It's still a land.
0.0 | - | 3 | legal | A.I.M. Synthoids | {2} | 2 | Artifact Creature — Robot Villain | common | When this creature enters, surveil 2. (Look at the top two cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)
0.0 | - | 1 | legal | Ainok Wayfarer | {1}{G} | 2 | Creature — Dog Scout | common | When this creature enters, mill three cards. You may put a land card from among them into your hand. If you don't, put a +1/+1 counter on this creature. (To mill three cards, put the top three cards of your library into your graveyard.)
0.0 | - | 1 | legal | Aloe Alchemist | {1}{G} | 2 | Creature — Plant Warlock | uncommon | Trample When this card becomes plotted, target creature gets +3/+2 and gains trample until end of turn. Plot {1}{G} (You may pay {1}{G} and exile this card from your hand. Cast it as a sorcery on a later turn without paying its mana cost. Plot only as a sorcery.)
0.0 | - | 2 | legal | Amber-Plate Ainok | {1}{G} | 2 | Creature — Dog Mercenary | uncommon | Double team At the beginning of your second main phase, if this creature is tapped, it endures 1.
0.0 | - | 4 | legal | Assert Perfection | {1}{G} | 2 | Sorcery | common | Target creature you control gets +1/+0 until end of turn. It deals damage equal to its power to up to one target creature an opponent controls.
0.0 | - | 4 | legal | Attercop | {1}{G} | 2 | Creature — Spider | common | Reach, deathtouch Landfall — Whenever a land you control enters, this creature gets +1/+1 until end of turn.
0.0 | - | 1 | legal | Bamboo Grove Archer | {1}{G} | 2 | Enchantment Creature — Snake Archer | common | Defender, reach Channel — {4}{G}, Discard this card: Destroy target creature with flying.
0.0 | - | 2 | legal | Basking Capybara | {1}{G} | 2 | Creature — Capybara | common | Descend 4 — This creature gets +3/+0 as long as there are four or more permanent cards in your graveyard.
0.0 | - | 1 | legal | Bayou Groff | {1}{G} | 2 | Creature — Plant Dog | common | As an additional cost to cast this spell, sacrifice a creature or pay {3}.
0.0 | - | 1 | legal | Bejeweled Warg | {1}{G} | 2 | Creature — Wolf | rare | Trample Whenever this creature deals combat damage to a player, choose one — • Put a +1/+1 counter on target Wolf you control. • Create a Treasure token. (It's an artifact with "{T}, Sacrifice this token: Add one mana of any color.")
0.0 | - | 4 | legal | Beorn's Hospitality | {1}{G} | 2 | Enchantment | uncommon | Landfall — Whenever a land you control enters, put a +1/+1 counter on target creature you control. {5}{G}{G}: This enchantment becomes a Bear creature in addition to its other types and gains "This creature's power and toughness are each equal to the number of lands you control." (This effect doesn't end.)
0.0 | - | 1 | legal | Blitzball Shot | {1}{G} | 2 | Instant | common | Target creature gets +3/+3 and gains trample until end of turn.
0.0 | - | 1 | legal | Boom Box | {2} | 2 | Artifact | uncommon | {6}, {T}, Sacrifice this artifact: Destroy up to one target artifact, up to one target creature, and up to one target land.
0.0 | - | 1 | legal | Boon of Boseiju | {1}{G} | 2 | Instant | uncommon | Target creature gets +X/+X until end of turn, where X is the greatest mana value among permanents you control. Untap it.
0.0 | - | 2 | legal | Bristlepack Sentry | {1}{G} | 2 | Creature — Plant Wolf | common | Defender As long as you control a creature with power 4 or greater, this creature can attack as though it didn't have defender.
0.0 | - | 2 | legal | Broodguard Elite | {X}{G}{G} | 2 | Creature — Insect Knight | uncommon | This creature enters with X +1/+1 counters on it. When this creature leaves the battlefield, put its counters on target creature you control. Warp {X}{G} (You may cast this card from your hand for its warp cost. Exile this creature at the beginning of the next end step, then you may cast it from exile on a later turn.)
0.0 | - | 1 | side/db:not_legal | Broodhatch Nantuko | {1}{G} | 2 | Creature — Insect Druid | uncommon | Whenever this creature is dealt damage, you may create that many 1/1 green Insect creature tokens. Morph {2}{G} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)
0.0 | - | 2 | legal | Campus Guide | {2} | 2 | Artifact Creature — Golem | common | When this creature enters, you may search your library for a basic land card, reveal it, then shuffle and put that card on top.
0.0 | - | 1 | legal | Captain America's Shield | {2} | 2 | Legendary Artifact — Equipment | rare | Indestructible Equipped creature gets +0/+8 and has vigilance. Whenever equipped creature attacks, tap target creature defending player controls. Equip {2}
0.0 | - | 2 | legal | Case of the Shattered Pact | {2} | 2 | Enchantment — Case | uncommon | When this Case enters, search your library for a basic land card, reveal it, put it into your hand, then shuffle. To solve — There are five colors among permanents you control. (If unsolved, solve at the beginning of your end step.) Solved — At the beginning of combat on your turn, target creature you control gains flying, double strike, and vigilance until end of turn.
0.0 | - | 1 | legal | Chittering Illuminator | {G}{G} | 2 | Enchantment Creature — Squirrel Glimmer | rare | As long as Chittering Illuminator is at the top of your library, you may look at it any time and you may cast it. As long as the top card of your library is a creature card, you may look at it any time and you may cast it.
0.0 | - | 4 | legal | Chrome Companion | {2} | 2 | Artifact Creature — Dog | common | Whenever this creature becomes tapped, you gain 1 life. {2}, {T}: Put target card from a graveyard on the bottom of its owner's library.
0.0 | - | 1 | db:not_legal | Circle of the Land Druid | {1}{G} | 2 | Creature — Gnome Druid | common | When this creature enters, you may mill four cards. (You may put the top four cards of your library into your graveyard.) Natural Recovery — When this creature dies, return target land card from your graveyard to your hand.
0.0 | - | 1 | legal | Claim the Kingdom | {1}{G} | 2 | Enchantment — Plan | uncommon | Landfall — Whenever a land you control enters, put a +1/+1 counter on target creature you control and a plan counter on this enchantment. When the fourth plan counter is put on this enchantment, sacrifice it. When you do, put an indestructible counter on target creature you control.
0.0 | - | 1 | legal | Coldsteel Heart | {2} | 2 | Snow Artifact | uncommon | This artifact enters tapped. As this artifact enters, choose a color. {T}: Add one mana of the chosen color.
0.0 | - | 1 | legal | Containment Construct | {2} | 2 | Artifact Creature — Construct | uncommon | Whenever you discard a card, you may exile that card from your graveyard. If you do, you may play that card this turn.
0.0 | - | 1 | legal | Corrosive Ooze | {1}{G} | 2 | Creature — Ooze | common | Whenever this creature blocks or becomes blocked by an equipped creature, destroy all Equipment attached to that creature at end of combat.
0.0 | - | 1 | deck | Cream of the Crop | {1}{G} | 2 | Enchantment | rare | Whenever a creature you control enters, you may look at the top X cards of your library, where X is that creature's power. If you do, put one of those cards on top of your library and the rest on the bottom of your library in any order.
0.0 | - | 1 | legal | Devouring Tendrils | {1}{G} | 2 | Sorcery | uncommon | Target creature you control deals damage equal to its power to target creature or planeswalker you don't control. When the permanent you don't control dies this turn, you gain 2 life.
0.0 | - | 3 | legal | Diary of Dreams | {2} | 2 | Artifact — Book | uncommon | Whenever you cast an instant or sorcery spell, put a page counter on this artifact. {5}, {T}: Draw a card. This ability costs {1} less to activate for each page counter on this artifact.
0.0 | - | 1 | legal | Disturbed Slumber | {1}{G} | 2 | Instant | common | Until end of turn, target land you control becomes a 4/4 Dinosaur creature with reach and haste. It's still a land. It must be blocked this turn if able.
0.0 | - | 1 | legal | Dolmen Gate | {2} | 2 | Artifact | rare | Prevent all combat damage that would be dealt to attacking creatures you control.
0.0 | - | 4 | legal | Dwarven Mattock | {2} | 2 | Artifact — Equipment | uncommon | When this Equipment enters, attach it to target Dwarf you control. Equipped creature gets +2/+2 and has ward {1}. (Whenever equipped creature becomes the target of a spell or ability an opponent controls, counter it unless that player pays {1}.) Equip {3} ({3}: Attach to target creature you control. Equip only as a sorcery.)
0.0 | - | 2 | legal | Dwynen's Elite | {1}{G} | 2 | Creature — Elf Warrior | common | When this creature enters, if you control another Elf, create a 1/1 green Elf Warrior creature token.
0.0 | - | 1 | legal | Elvish Warmaster | {1}{G} | 2 | Creature — Elf Warrior | rare | Whenever one or more other Elves you control enter, create a 1/1 green Elf Warrior creature token. This ability triggers only once each turn. {5}{G}{G}: Elves you control get +2/+2 and gain deathtouch until end of turn.
0.0 | - | 1 | legal | Energy Refractor | {2} | 2 | Artifact | common | When this artifact enters, draw a card. {2}: Add one mana of any color.
0.0 | - | 4 | legal | Energybending | {2} | 2 | Instant — Lesson | uncommon | Lands you control gain all basic land types until end of turn. Draw a card.
0.0 | - | 1 | legal | Ent-Draught Basin | {2} | 2 | Artifact | uncommon | {X}, {T}: Put a +1/+1 counter on target creature with power X. Activate only as a sorcery.
0.0 | - | 4 | legal | Environmental Scientist | {1}{G} | 2 | Creature — Human Druid | uncommon | When this creature enters, you may search your library for a basic land card, reveal it, put it into your hand, then shuffle.
0.0 | - | 2 | legal | Esper Origins // Summon: Esper Maduin | {1}{G} | 2 | Sorcery // Enchantment Creature — Saga Elemental | rare | Surveil 2. You gain 2 life. If this spell was cast from a graveyard, exile it, then put it onto the battlefield transformed under its owner's control with a finality counter on it. (If a creature with a finality counter on it would die, exile it instead.) Flashback {3}{G} (You may cast this card from your graveyard for its flashback cost. Then exile it.) // (As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.) I — Reveal the top card of your library. If it's a permanent card, put it into your hand. II — Add {G}{G}. III — Other creatures you control get +2/+2 and gain trample until end of turn.
0.0 | - | 1 | legal | Explorer's Cache | {1}{G} | 2 | Artifact | uncommon | This artifact enters with two +1/+1 counters on it. Whenever a creature you control with a +1/+1 counter on it dies, put a +1/+1 counter on this artifact. {T}: Move a +1/+1 counter from this artifact onto target creature. Activate only as a sorcery.
0.0 | - | 2 | legal | Flesh Burrower | {1}{G} | 2 | Creature — Insect | common | Deathtouch Whenever this creature attacks, another target creature you control gains deathtouch until end of turn.
0.0 | - | 4 | legal | Follow the Lumarets | {1}{G} | 2 | Sorcery | common | Infusion — Look at the top four cards of your library. You may reveal a creature or land card from among them and put it into your hand. If you gained life this turn, you may instead reveal two creature and/or land cards from among them and put them into your hand. Put the rest on the bottom of your library in a random order.
